subset,hellwig_score
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'interest', 'total_repayment')",0.409325626180667
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'monthly_emi', 'total_repayment')",0.4093055569070876
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'total_repayment')",0.4093033092402032
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'total_repayment')",0.4092768448092097
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'interest', 'total_repayment')",0.4088888562123305
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'monthly_emi', 'total_repayment')",0.4088687869387511
"('loan_amount', 'collateral_value', 'cheque_bounces', 'number_of_loans', 'total_repayment')",0.4088665392718667
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'total_repayment')",0.4088400748408732
"('cheque_bounces', 'number_of_loans', 'interest', 'monthly_emi', 'total_repayment')",0.4081955973616878
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'interest', 'total_repayment')",0.4081933496948034
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'monthly_emi', 'total_repayment')",0.408173280421224
"('cheque_bounces', 'number_of_loans', 'interest', 'total_repayment')",0.4081668852638099
"('cheque_bounces', 'number_of_loans', 'monthly_emi', 'total_repayment')",0.4081468159902305
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'total_repayment')",0.4081445683233461
"('cheque_bounces', 'number_of_loans', 'total_repayment')",0.4081181038923526
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.4009722135574316
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'avg_balance_amt', 'avg_rr_per_city')",0.40053544358909515
"('cheque_bounces', 'number_of_loans', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.39986225401203185
"('cheque_bounces', 'number_of_loans', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.39984218473845246
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'avg_balance_amt', 'avg_rr_per_city')",0.39983993707156806
"('cheque_bounces', 'number_of_loans', 'avg_balance_amt', 'avg_rr_per_city')",0.39981347264057454
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'avg_balance_amt')",0.3949258502538843
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'interest', 'avg_balance_amt')",0.394252660676821
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.39423259140324163
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'avg_balance_amt')",0.39423034373635724
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'avg_balance_amt')",0.3942038793053637
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'interest', 'avg_balance_amt')",0.39381589070848455
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'monthly_emi', 'avg_balance_amt')",0.39379582143490516
"('loan_amount', 'collateral_value', 'cheque_bounces', 'number_of_loans', 'avg_balance_amt')",0.39379357376802077
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'avg_balance_amt')",0.39376710933702724
"('cheque_bounces', 'number_of_loans', 'interest', 'monthly_emi', 'avg_balance_amt')",0.39312263185784185
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'interest', 'avg_balance_amt')",0.39312038419095746
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'monthly_emi', 'avg_balance_amt')",0.39310031491737807
"('cheque_bounces', 'number_of_loans', 'interest', 'avg_balance_amt')",0.39309391975996394
"('cheque_bounces', 'number_of_loans', 'monthly_emi', 'avg_balance_amt')",0.39307385048638455
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'avg_balance_amt')",0.39307160281950015
"('cheque_bounces', 'number_of_loans', 'avg_balance_amt')",0.39304513838850663
"('cheque_bounces', 'missed_repayments', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.39066060640325606
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'avg_rr_per_city')",0.38792132956292186
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'interest', 'avg_rr_per_city')",0.38724813998585855
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.38722807071227916
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'avg_rr_per_city')",0.38722582304539477
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'avg_rr_per_city')",0.38719935861440125
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'interest', 'avg_rr_per_city')",0.3868113700175221
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'monthly_emi', 'avg_rr_per_city')",0.3867913007439427
"('loan_amount', 'collateral_value', 'cheque_bounces', 'number_of_loans', 'avg_rr_per_city')",0.3867890530770583
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'avg_rr_per_city')",0.3867625886460648
"('cheque_bounces', 'number_of_loans', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.3861181111668794
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'interest', 'avg_rr_per_city')",0.386115863499995
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'monthly_emi', 'avg_rr_per_city')",0.3860957942264156
"('cheque_bounces', 'number_of_loans', 'interest', 'avg_rr_per_city')",0.38608939906900147
"('cheque_bounces', 'number_of_loans', 'monthly_emi', 'avg_rr_per_city')",0.3860693297954221
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'avg_rr_per_city')",0.3860670821285377
"('cheque_bounces', 'number_of_loans', 'avg_rr_per_city')",0.38604061769754416
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.38505101306804523
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.38461424309970876
"('cheque_bounces', 'missed_repayments', 'interest', 'total_repayment', 'avg_balance_amt')",0.38394105352264546
"('cheque_bounces', 'missed_repayments', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.38392098424906607
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.3839187365821817
"('cheque_bounces', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.38389227215118815
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'interest')",0.38120177668231126
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'monthly_emi')",0.38118170740873186
"('loan_amount', 'collateral_value', 'cheque_bounces', 'number_of_loans', 'tenure_years')",0.38117945974184747
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'tenure_years')",0.38115299531085395
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'interest', 'monthly_emi')",0.38050851783166856
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'interest')",0.38050627016478417
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'monthly_emi')",0.3804862008912048
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'interest')",0.38047980573379064
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'monthly_emi')",0.38045973646021125
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'tenure_years')",0.38045748879332686
"('cheque_bounces', 'number_of_loans', 'tenure_years')",0.38043102436233334
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'interest', 'monthly_emi')",0.3800717478633321
"('loan_amount', 'collateral_value', 'cheque_bounces', 'number_of_loans', 'interest')",0.3800695001964477
"('loan_amount', 'collateral_value', 'cheque_bounces', 'number_of_loans', 'monthly_emi')",0.3800494309228683
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'interest')",0.3800430357654542
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'monthly_emi')",0.3800229664918748
"('loan_amount', 'collateral_value', 'cheque_bounces', 'number_of_loans')",0.3800207188249904
"('collateral_value', 'cheque_bounces', 'number_of_loans')",0.37999425439399687
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'interest', 'monthly_emi')",0.379376241345805
"('cheque_bounces', 'number_of_loans', 'interest', 'monthly_emi')",0.3793497769148115
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'interest')",0.3793475292479271
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'monthly_emi')",0.3793274599743477
"('cheque_bounces', 'number_of_loans', 'interest')",0.37932106481693356
"('cheque_bounces', 'number_of_loans', 'monthly_emi')",0.37930099554335417
"('loan_amount', 'cheque_bounces', 'number_of_loans')",0.3792987478764698
"('cheque_bounces', 'number_of_loans')",0.37927228344547625
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.37804649237708277
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.3776097224087463
"('cheque_bounces', 'missed_repayments', 'interest', 'total_repayment', 'avg_rr_per_city')",0.376936532831683
"('cheque_bounces', 'missed_repayments', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.3769164635581036
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.3769142158912192
"('cheque_bounces', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.3768877514602257
"('vintage_in_months', 'tenure_years', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.37330802238483257
"('collateral_value', 'vintage_in_months', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3728712524164961
"('vintage_in_months', 'interest', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3721980628394328
"('vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3721779935658534
"('loan_amount', 'vintage_in_months', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.372175745898969
"('vintage_in_months', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3721492814679755
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'total_repayment')",0.37200012907353547
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'interest', 'total_repayment')",0.37132693949647216
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'monthly_emi', 'total_repayment')",0.37130687022289277
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'total_repayment')",0.3713046225560084
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'total_repayment')",0.37127815812501486
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'interest', 'total_repayment')",0.3708901695281357
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.3708701002545563
"('loan_amount', 'collateral_value', 'cheque_bounces', 'missed_repayments', 'total_repayment')",0.3708678525876719
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'total_repayment')",0.3708413881566784
"('cheque_bounces', 'missed_repayments', 'interest', 'monthly_emi', 'total_repayment')",0.370196910677493
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'interest', 'total_repayment')",0.3701946630106086
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.3701745937370292
"('cheque_bounces', 'missed_repayments', 'interest', 'total_repayment')",0.3701681985796151
"('cheque_bounces', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.3701481293060357
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'total_repayment')",0.3701458816391513
"('cheque_bounces', 'missed_repayments', 'total_repayment')",0.3701194172081578
"('collateral_value', 'vintage_in_months', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.3672616590812853
"('vintage_in_months', 'tenure_years', 'interest', 'total_repayment', 'avg_balance_amt')",0.36658846950422197
"('vintage_in_months', 'tenure_years', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.3665684002306426
"('loan_amount', 'vintage_in_months', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.3665661525637582
"('vintage_in_months', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.36653968813276466
"('collateral_value', 'vintage_in_months', 'interest', 'total_repayment', 'avg_balance_amt')",0.3661516995358855
"('collateral_value', 'vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.3661316302623061
"('loan_amount', 'collateral_value', 'vintage_in_months', 'total_repayment', 'avg_balance_amt')",0.3661293825954217
"('collateral_value', 'vintage_in_months', 'total_repayment', 'avg_balance_amt')",0.3661029181644282
"('vintage_in_months', 'interest', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.3654584406852428
"('loan_amount', 'vintage_in_months', 'interest', 'total_repayment', 'avg_balance_amt')",0.3654561930183584
"('loan_amount', 'vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.365436123744779
"('vintage_in_months', 'interest', 'total_repayment', 'avg_balance_amt')",0.3654297285873649
"('vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.3654096593137855
"('loan_amount', 'vintage_in_months', 'total_repayment', 'avg_balance_amt')",0.3654074116469011
"('vintage_in_months', 'total_repayment', 'avg_balance_amt')",0.3653809472159076
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.3629735268732368
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.36253675690490034
"('cheque_bounces', 'missed_repayments', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.36186356732783703
"('cheque_bounces', 'missed_repayments', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.36184349805425764
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.36184125038737325
"('cheque_bounces', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.3618147859563797
"('collateral_value', 'vintage_in_months', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.3602571383903228
"('vintage_in_months', 'tenure_years', 'interest', 'total_repayment', 'avg_rr_per_city')",0.3595839488132595
"('vintage_in_months', 'tenure_years', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.3595638795396801
"('loan_amount', 'vintage_in_months', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.3595616318727957
"('vintage_in_months', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.3595351674418022
"('collateral_value', 'vintage_in_months', 'interest', 'total_repayment', 'avg_rr_per_city')",0.35914717884492303
"('collateral_value', 'vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.35912710957134364
"('loan_amount', 'collateral_value', 'vintage_in_months', 'total_repayment', 'avg_rr_per_city')",0.35912486190445925
"('collateral_value', 'vintage_in_months', 'total_repayment', 'avg_rr_per_city')",0.3590983974734657
"('vintage_in_months', 'interest', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.35845391999428033
"('loan_amount', 'vintage_in_months', 'interest', 'total_repayment', 'avg_rr_per_city')",0.35845167232739594
"('loan_amount', 'vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.35843160305381655
"('vintage_in_months', 'interest', 'total_repayment', 'avg_rr_per_city')",0.3584252078964024
"('vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.358405138622823
"('loan_amount', 'vintage_in_months', 'total_repayment', 'avg_rr_per_city')",0.35840289095593864
"('vintage_in_months', 'total_repayment', 'avg_rr_per_city')",0.3583764265249451
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'avg_balance_amt')",0.3569271635696895
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'interest', 'avg_balance_amt')",0.3562539739926262
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.3562339047190468
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'avg_balance_amt')",0.3562316570521624
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'avg_balance_amt')",0.3562051926211689
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'interest', 'avg_balance_amt')",0.35581720402428973
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'monthly_emi', 'avg_balance_amt')",0.35579713475071034
"('loan_amount', 'collateral_value', 'cheque_bounces', 'missed_repayments', 'avg_balance_amt')",0.35579488708382595
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'avg_balance_amt')",0.35576842265283243
"('cheque_bounces', 'missed_repayments', 'interest', 'monthly_emi', 'avg_balance_amt')",0.35512394517364704
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'interest', 'avg_balance_amt')",0.35512169750676265
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'monthly_emi', 'avg_balance_amt')",0.35510162823318325
"('cheque_bounces', 'missed_repayments', 'interest', 'avg_balance_amt')",0.3550952330757691
"('cheque_bounces', 'missed_repayments', 'monthly_emi', 'avg_balance_amt')",0.35507516380218973
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'avg_balance_amt')",0.35507291613530534
"('cheque_bounces', 'missed_repayments', 'avg_balance_amt')",0.3550464517043118
"('collateral_value', 'vintage_in_months', 'tenure_years', 'interest', 'total_repayment')",0.3535375855097122
"('collateral_value', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'total_repayment')",0.3535175162361328
"('loan_amount', 'collateral_value', 'vintage_in_months', 'tenure_years', 'total_repayment')",0.3535152685692484
"('collateral_value', 'vintage_in_months', 'tenure_years', 'total_repayment')",0.3534888041382549
"('vintage_in_months', 'tenure_years', 'interest', 'monthly_emi', 'total_repayment')",0.3528443266590695
"('loan_amount', 'vintage_in_months', 'tenure_years', 'interest', 'total_repayment')",0.3528420789921851
"('loan_amount', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'total_repayment')",0.3528220097186057
"('vintage_in_months', 'tenure_years', 'interest', 'total_repayment')",0.3528156145611916
"('vintage_in_months', 'tenure_years', 'monthly_emi', 'total_repayment')",0.3527955452876122
"('loan_amount', 'vintage_in_months', 'tenure_years', 'total_repayment')",0.3527932976207278
"('vintage_in_months', 'tenure_years', 'total_repayment')",0.3527668331897343
"('collateral_value', 'vintage_in_months', 'interest', 'monthly_emi', 'total_repayment')",0.35240755669073304
"('loan_amount', 'collateral_value', 'vintage_in_months', 'interest', 'total_repayment')",0.35240530902384865
"('loan_amount', 'collateral_value', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.35238523975026925
"('collateral_value', 'vintage_in_months', 'interest', 'total_repayment')",0.3523788445928551
"('collateral_value', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.35235877531927573
"('loan_amount', 'collateral_value', 'vintage_in_months', 'total_repayment')",0.35235652765239134
"('collateral_value', 'vintage_in_months', 'total_repayment')",0.3523300632213978
"('loan_amount', 'vintage_in_months', 'interest', 'monthly_emi', 'total_repayment')",0.35171205017320595
"('vintage_in_months', 'interest', 'monthly_emi', 'total_repayment')",0.3516855857422124
"('loan_amount', 'vintage_in_months', 'interest', 'total_repayment')",0.35168333807532803
"('loan_amount', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.35166326880174864
"('vintage_in_months', 'interest', 'total_repayment')",0.3516568736443345
"('vintage_in_months', 'monthly_emi', 'total_repayment')",0.3516368043707551
"('loan_amount', 'vintage_in_months', 'total_repayment')",0.3516345567038707
"('vintage_in_months', 'total_repayment')",0.3516080922728772
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'avg_rr_per_city')",0.34992264287872704
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'interest', 'avg_rr_per_city')",0.34924945330166374
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.34922938402808434
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'avg_rr_per_city')",0.34922713636119995
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'avg_rr_per_city')",0.34920067193020643
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'interest', 'avg_rr_per_city')",0.34881268333332727
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'monthly_emi', 'avg_rr_per_city')",0.3487926140597479
"('loan_amount', 'collateral_value', 'cheque_bounces', 'missed_repayments', 'avg_rr_per_city')",0.3487903663928635
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'avg_rr_per_city')",0.34876390196186996
"('cheque_bounces', 'missed_repayments', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.34811942448268457
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'interest', 'avg_rr_per_city')",0.3481171768158002
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'monthly_emi', 'avg_rr_per_city')",0.3480971075422208
"('cheque_bounces', 'missed_repayments', 'interest', 'avg_rr_per_city')",0.34809071238480666
"('cheque_bounces', 'missed_repayments', 'monthly_emi', 'avg_rr_per_city')",0.34807064311122726
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'avg_rr_per_city')",0.34806839544434287
"('cheque_bounces', 'missed_repayments', 'avg_rr_per_city')",0.34804193101334935
"('collateral_value', 'vintage_in_months', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.34518417288647685
"('vintage_in_months', 'tenure_years', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.34451098330941354
"('vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.34449091403583415
"('loan_amount', 'vintage_in_months', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.34448866636894976
"('vintage_in_months', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.34446220193795624
"('collateral_value', 'vintage_in_months', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.3440742133410771
"('collateral_value', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.3440541440674977
"('loan_amount', 'collateral_value', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.3440518964006133
"('collateral_value', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.34402543196961977
"('vintage_in_months', 'interest', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.3433809544904344
"('loan_amount', 'vintage_in_months', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.34337870682355
"('loan_amount', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.3433586375499706
"('vintage_in_months', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.34335224239255646
"('vintage_in_months', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.34333217311897707
"('loan_amount', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.3433299254520927
"('vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.34330346102109915
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'interest')",0.34320308999811644
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'monthly_emi')",0.34318302072453705
"('loan_amount', 'collateral_value', 'cheque_bounces', 'missed_repayments', 'tenure_years')",0.34318077305765265
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'tenure_years')",0.34315430862665913
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'interest', 'monthly_emi')",0.34250983114747374
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'interest')",0.34250758348058935
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'tenure_years', 'monthly_emi')",0.34248751420700996
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'interest')",0.34248111904959583
"('cheque_bounces', 'missed_repayments', 'tenure_years', 'monthly_emi')",0.34246104977601644
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'tenure_years')",0.34245880210913204
"('cheque_bounces', 'missed_repayments', 'tenure_years')",0.3424323376781385
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'interest', 'monthly_emi')",0.34207306117913727
"('loan_amount', 'collateral_value', 'cheque_bounces', 'missed_repayments', 'interest')",0.3420708135122529
"('loan_amount', 'collateral_value', 'cheque_bounces', 'missed_repayments', 'monthly_emi')",0.3420507442386735
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'interest')",0.34204434908125936
"('collateral_value', 'cheque_bounces', 'missed_repayments', 'monthly_emi')",0.34202427980767997
"('loan_amount', 'collateral_value', 'cheque_bounces', 'missed_repayments')",0.3420220321407956
"('collateral_value', 'cheque_bounces', 'missed_repayments')",0.34199556770980205
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'interest', 'monthly_emi')",0.3413775546616102
"('cheque_bounces', 'missed_repayments', 'interest', 'monthly_emi')",0.34135109023061666
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'interest')",0.34134884256373227
"('loan_amount', 'cheque_bounces', 'missed_repayments', 'monthly_emi')",0.3413287732901529
"('cheque_bounces', 'missed_repayments', 'interest')",0.34132237813273875
"('cheque_bounces', 'missed_repayments', 'monthly_emi')",0.34130230885915935
"('loan_amount', 'cheque_bounces', 'missed_repayments')",0.34130006119227496
"('cheque_bounces', 'missed_repayments')",0.34127359676128144
"('collateral_value', 'vintage_in_months', 'tenure_years', 'interest', 'avg_balance_amt')",0.33846462000586625
"('collateral_value', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.33844455073228685
"('loan_amount', 'collateral_value', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.33844230306540246
"('collateral_value', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.33841583863440894
"('vintage_in_months', 'tenure_years', 'interest', 'monthly_emi', 'avg_balance_amt')",0.33777136115522355
"('loan_amount', 'vintage_in_months', 'tenure_years', 'interest', 'avg_balance_amt')",0.33776911348833916
"('loan_amount', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.33774904421475976
"('vintage_in_months', 'tenure_years', 'interest', 'avg_balance_amt')",0.33774264905734563
"('vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.33772257978376624
"('loan_amount', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.33772033211688185
"('vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.3376938676858883
"('collateral_value', 'vintage_in_months', 'interest', 'monthly_emi', 'avg_balance_amt')",0.3373345911868871
"('loan_amount', 'collateral_value', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.3373323435200027
"('loan_amount', 'collateral_value', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.3373122742464233
"('collateral_value', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.33730587908900916
"('collateral_value', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.33728580981542977
"('loan_amount', 'collateral_value', 'vintage_in_months', 'avg_balance_amt')",0.3372835621485454
"('collateral_value', 'vintage_in_months', 'avg_balance_amt')",0.33725709771755186
"('loan_amount', 'vintage_in_months', 'interest', 'monthly_emi', 'avg_balance_amt')",0.33663908466936
"('vintage_in_months', 'interest', 'monthly_emi', 'avg_balance_amt')",0.33661262023836647
"('loan_amount', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.3366103725714821
"('loan_amount', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.3365903032979027
"('vintage_in_months', 'interest', 'avg_balance_amt')",0.33658390814048855
"('vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.33656383886690916
"('loan_amount', 'vintage_in_months', 'avg_balance_amt')",0.33656159120002477
"('vintage_in_months', 'avg_balance_amt')",0.33653512676903125
"('collateral_value', 'vintage_in_months', 'tenure_years', 'interest', 'avg_rr_per_city')",0.3314600993149038
"('collateral_value', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.3314400300413244
